scheme_code,isin,scheme_name,nav,date,amc,category,aum_crore,expense_ratio,1y,3y,5y,volatility,sharpe,ranking_score,risk
102036,INF277K01EG3,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,99.2583,23-Mar-2026,Tata Mutual Fund,Large Cap,4978.29,1.97,-3.68,11.18,10.65,12.63,0.41,6.486,high
119159,INF277K01QX2,Tata Large Cap Fund- Direct Plan - Payout of IDCW Option,119.6182,23-Mar-2026,Tata Mutual Fund,Large Cap,4380.73,1.25,-3.68,11.18,10.65,12.63,0.41,6.486,high
119160,INF277K01QZ7,Tata Large Cap Fund -Direct Plan Growth Option,526.5373,23-Mar-2026,Tata Mutual Fund,Large Cap,2276.11,0.76,-3.68,11.18,10.65,12.63,0.41,6.486,high
150439,INF966L01AU8,quant Large Cap Fund - IDCW Option - Direct Plan,13.9541,23-Mar-2026,quant Mutual Fund,Large Cap,4792.4,1.42,-3.68,11.18,10.65,12.63,0.41,6.486,high
148504,INF903JA1IZ3,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,19.0725,23-Mar-2026,Sundaram Mutual Fund,Large Cap,4937.95,0.76,-3.68,11.18,10.65,12.63,0.41,6.486,high
148507,INF903JA1JC0,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,20.6525,23-Mar-2026,Sundaram Mutual Fund,Large Cap,966.8,0.73,-3.68,11.18,10.65,12.63,0.41,6.486,high
148508,INF903JA1JD8,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),14.995,23-Mar-2026,Sundaram Mutual Fund,Large Cap,1643.1,2.28,-3.68,11.18,10.65,12.63,0.41,6.486,high
148505,INF903JA1JA4,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),13.8258,23-Mar-2026,Sundaram Mutual Fund,Large Cap,565.33,1.53,-3.68,11.18,10.65,12.63,0.41,6.486,high
148509,INF903JA1JE6,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),14.995,23-Mar-2026,Sundaram Mutual Fund,Large Cap,1277.47,1.79,-3.68,11.18,10.65,12.63,0.41,6.486,high
103504,INF200K01180,SBI Large Cap FUND-REGULAR PLAN GROWTH,83.9678,23-Mar-2026,SBI Mutual Fund,Large Cap,37210.84,1.52,-3.68,11.18,10.65,12.63,0.41,6.486,high
119598,INF200K01QX4,SBI Large Cap FUND-DIRECT PLAN -GROWTH,93.4422,23-Mar-2026,SBI Mutual Fund,Large Cap,52499.47,0.8,-3.68,11.18,10.65,12.63,0.41,6.486,high
103616,INF200K01164,SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),47.7679,23-Mar-2026,SBI Mutual Fund,Large Cap,36598.54,2.26,-3.68,11.18,10.65,12.63,0.41,6.486,high
119585,INF200K01QV8,SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),60.6435,23-Mar-2026,SBI Mutual Fund,Large Cap,48421.1,1.41,-3.68,11.18,10.65,12.63,0.41,6.486,high
153238,INF0K1H01263,Samco Large Cap Fund - Regular Plan - Growth Option,8.82,23-Mar-2026,Samco Mutual Fund,Large Cap,516.78,2.05,-3.68,11.18,10.65,12.63,0.41,6.486,high
153239,INF0K1H01255,Samco Large Cap Fund - Direct Plan - Growth Option,8.97,23-Mar-2026,Samco Mutual Fund,Large Cap,2620.86,1.11,-3.68,11.18,10.65,12.63,0.41,6.486,high
150442,INF966L01AX2,quant Large Cap Fund - IDCW Option - Regular Plan,13.0503,23-Mar-2026,quant Mutual Fund,Large Cap,2872.15,0.87,-3.68,11.18,10.65,12.63,0.41,6.486,high
146548,INF174V01713,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,13.8175,23-Mar-2026,Mahindra Manulife Mutual Fund,Large Cap,1549.54,0.87,-3.68,11.18,10.65,12.63,0.41,6.486,high
146549,INF174V01721,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,23.501,23-Mar-2026,Mahindra Manulife Mutual Fund,Large Cap,3430.2,0.62,-3.68,11.18,10.65,12.63,0.41,6.486,high
150185,INF251K01894,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,200.3304,23-Mar-2026,Baroda BNP Paribas Mutual Fund,Large Cap,2825.33,0.62,-3.68,11.18,10.65,12.63,0.41,6.486,high
111936,INF754K01012,Edelweiss Large Cap Fund - Regular Plan - IDCW Option,25.06,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,4897.84,0.73,-3.68,11.18,10.65,12.63,0.41,6.486,high
120029,INF336L01CK1,HSBC Large Cap Fund - Direct IDCW,36.2913,23-Mar-2026,HSBC Mutual Fund,Large Cap,320.48,0.93,-3.68,11.18,10.65,12.63,0.41,6.486,high
120030,INF336L01CM7,HSBC Large Cap Fund - Direct Growth,485.0361,23-Mar-2026,HSBC Mutual Fund,Large Cap,4262.29,2.32,-3.68,11.18,10.65,12.63,0.41,6.486,high
102001,INF179K01BC6,HDFC Large Cap Fund - IDCW Option - Regular Plan,47.071,23-Mar-2026,HDFC Mutual Fund,Large Cap,52419.79,2.23,-3.68,11.18,10.65,12.63,0.41,6.486,high
119017,INF179K01YT2,HDFC Large Cap Fund - IDCW Option - Direct Plan,56.531,23-Mar-2026,HDFC Mutual Fund,Large Cap,19168.16,2.47,-3.68,11.18,10.65,12.63,0.41,6.486,high
102000,INF179K01BE2,HDFC Large Cap Fund - Growth Option - Regular Plan,1027.849,23-Mar-2026,HDFC Mutual Fund,Large Cap,14196.03,2.4,-3.68,11.18,10.65,12.63,0.41,6.486,high
119018,INF179K01YV8,HDFC Large Cap Fund - Growth Option - Direct Plan,1116.223,23-Mar-2026,HDFC Mutual Fund,Large Cap,25309.97,2.43,-3.68,11.18,10.65,12.63,0.41,6.486,high
100471,INF090I01171,Franklin India Large Cap Fund-Growth,932.3834,23-Mar-2026,Franklin Templeton Mutual Fund,Large Cap,3055.44,2.1,-3.68,11.18,10.65,12.63,0.41,6.486,high
118531,INF090I01FN7,Franklin India Large Cap Fund- Direct - Growth,1037.4059,23-Mar-2026,Franklin Templeton Mutual Fund,Large Cap,3011.78,0.52,-3.68,11.18,10.65,12.63,0.41,6.486,high
100470,INF090I01155,Franklin India Large Cap Fund - IDCW,39.1519,23-Mar-2026,Franklin Templeton Mutual Fund,Large Cap,3414.77,2.15,-3.68,11.18,10.65,12.63,0.41,6.486,high
118462,INF090I01FO5,Franklin India Large Cap Fund - Direct - IDCW,45.616,23-Mar-2026,Franklin Templeton Mutual Fund,Large Cap,1689.21,1.21,-3.68,11.18,10.65,12.63,0.41,6.486,high
111937,INF754K01129,Edelweiss Large Cap Fund -Plan C - Growth option,75.48,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,4249.75,1.25,-3.68,11.18,10.65,12.63,0.41,6.486,high
111935,INF754K01087,Edelweiss Large Cap Fund -Plan B - Growth option,76.48,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,3401.81,1.71,-3.68,11.18,10.65,12.63,0.41,6.486,high
111940,INF754K01046,Edelweiss Large Cap Fund - Regular Plan - Growth Option,76.01,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,717.18,1.42,-3.68,11.18,10.65,12.63,0.41,6.486,high
101593,INF336L01024,HSBC Large Cap Fund - Regular IDCW,38.4668,23-Mar-2026,HSBC Mutual Fund,Large Cap,1772.46,1.92,-3.68,11.18,10.65,12.63,0.41,6.486,high
111939,INF754K01095,Edelweiss Large Cap Fund - Plan C - IDCW Option,61.69,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,603.93,0.95,-3.68,11.18,10.65,12.63,0.41,6.486,high
111938,INF754K01053,Edelweiss Large Cap Fund - Plan B - IDCW Option,77.39,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,4341.26,2.41,-3.68,11.18,10.65,12.63,0.41,6.486,high
118617,INF754K01BW4,Edelweiss Large Cap Fund - Direct Plan-Growth option,88.16,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,1339.83,0.83,-3.68,11.18,10.65,12.63,0.41,6.486,high
118616,INF754K01BT0,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,35.9,23-Mar-2026,Edelweiss Mutual Fund,Large Cap,3850.28,1.96,-3.68,11.18,10.65,12.63,0.41,6.486,high
101636,INF740K01227,DSP Large Cap Fund - Regular Plan - IDCW,21.688,23-Mar-2026,DSP Mutual Fund,Large Cap,1130.56,1.97,-3.68,11.18,10.65,12.63,0.41,6.486,high
101635,INF740K01243,DSP Large Cap Fund - Regular Plan - Growth,425.362,23-Mar-2026,DSP Mutual Fund,Large Cap,1540.93,0.53,-3.68,11.18,10.65,12.63,0.41,6.486,high
119249,INF740K01PS1,DSP Large Cap Fund - Direct Plan - IDCW,25.005,23-Mar-2026,DSP Mutual Fund,Large Cap,4960.62,1.55,-3.68,11.18,10.65,12.63,0.41,6.486,high
119250,INF740K01PR3,DSP Large Cap Fund - Direct Plan - Growth,467.938,23-Mar-2026,DSP Mutual Fund,Large Cap,4460.58,2.02,-3.68,11.18,10.65,12.63,0.41,6.486,high
113222,INF760K01AS1,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),25.89,23-Mar-2026,Canara Robeco Mutual Fund,Large Cap,296.68,1.26,-3.68,11.18,10.65,12.63,0.41,6.486,high
113221,INF760K01AR3,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,56.05,23-Mar-2026,Canara Robeco Mutual Fund,Large Cap,4110.06,1.57,-3.68,11.18,10.65,12.63,0.41,6.486,high
118270,INF760K01FP6,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),47.57,23-Mar-2026,Canara Robeco Mutual Fund,Large Cap,179.38,2.42,-3.68,11.18,10.65,12.63,0.41,6.486,high
118269,INF760K01FR2,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,65.27,23-Mar-2026,Canara Robeco Mutual Fund,Large Cap,3919.63,0.94,-3.68,11.18,10.65,12.63,0.41,6.486,high
101594,INF336L01016,HSBC Large Cap Fund - Regular Growth,434.2402,23-Mar-2026,HSBC Mutual Fund,Large Cap,3697.34,2.16,-3.68,11.18,10.65,12.63,0.41,6.486,high
120585,INF109K014L5,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW,55.97,23-Mar-2026,ICICI Prudential Mutual Fund,Large Cap,75020.17,1.64,-3.68,11.18,10.65,12.63,0.41,6.486,high
146550,INF174V01747,Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,16.3729,23-Mar-2026,Mahindra Manulife Mutual Fund,Large Cap,3414.17,1.83,-3.68,11.18,10.65,12.63,0.41,6.486,high
100219,INF192K01601,JM Large Cap Fund (Regular) - Growth Option,137.9127,23-Mar-2026,JM Financial Mutual Fund,Large Cap,440.03,2.06,-3.68,11.18,10.65,12.63,0.41,6.486,high
100332,INF767K01097,LIC MF Large Cap Fund-Regular Plan-IDCW,29.4894,23-Mar-2026,LIC Mutual Fund,Large Cap,3981.74,1.62,-3.68,11.18,10.65,12.63,0.41,6.486,high
106871,INF767K01105,LIC MF Large Cap Fund-Regular Plan-Growth,48.8285,23-Mar-2026,LIC Mutual Fund,Large Cap,4511.29,0.81,-3.68,11.18,10.65,12.63,0.41,6.486,high
120268,INF767K01EI9,LIC MF Large Cap Fund-Direct Plan-IDCW,35.2116,23-Mar-2026,LIC Mutual Fund,Large Cap,3519.38,1.4,-3.68,11.18,10.65,12.63,0.41,6.486,high
120267,INF767K01EJ7,LIC MF Large Cap Fund-Direct Plan-Growth,55.9168,23-Mar-2026,LIC Mutual Fund,Large Cap,2674.8,0.88,-3.68,11.18,10.65,12.63,0.41,6.486,high
114457,INF174K01179,Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option,66.96,23-Mar-2026,Kotak Mahindra Mutual Fund,Large Cap,1537.43,1.38,-3.68,11.18,10.65,12.63,0.41,6.486,high
120153,INF174K01KY2,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,79.51,23-Mar-2026,Kotak Mahindra Mutual Fund,Large Cap,3602.12,1.16,-3.68,11.18,10.65,12.63,0.41,6.486,high
114458,INF174K01153,Kotak Large Cap Fund - Growth,518.733,23-Mar-2026,Kotak Mahindra Mutual Fund,Large Cap,802.08,0.79,-3.68,11.18,10.65,12.63,0.41,6.486,high
120152,INF174K01KW6,Kotak Large Cap  Fund - Growth - Direct,601.193,23-Mar-2026,Kotak Mahindra Mutual Fund,Large Cap,2092.29,1.94,-3.68,11.18,10.65,12.63,0.41,6.486,high
134954,INF192K01JL3,JM Large Cap Fund (Regular) - Quarterly IDCW,31.1231,23-Mar-2026,JM Financial Mutual Fund,Large Cap,4594.61,0.98,-3.68,11.18,10.65,12.63,0.41,6.486,high
134959,INF192K01JH1,JM Large Cap Fund (Regular) - Monthly IDCW,21.429,23-Mar-2026,JM Financial Mutual Fund,Large Cap,1770.7,2.45,-3.68,11.18,10.65,12.63,0.41,6.486,high
100218,INF192K01585,JM Large Cap Fund (Regular) - IDCW,26.7721,23-Mar-2026,JM Financial Mutual Fund,Large Cap,3044.47,0.81,-3.68,11.18,10.65,12.63,0.41,6.486,high
134955,INF192K01JP4,JM Large Cap Fund (Regular) - Half Yearly IDCW,22.6082,23-Mar-2026,JM Financial Mutual Fund,Large Cap,540.4,1.35,-3.68,11.18,10.65,12.63,0.41,6.486,high
134961,INF192K01JS8,JM Large Cap Fund (Regular) - Annual IDCW,27.5305,23-Mar-2026,JM Financial Mutual Fund,Large Cap,2551.36,1.41,-3.68,11.18,10.65,12.63,0.41,6.486,high
108466,INF109K01BL4,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth,100.36,23-Mar-2026,ICICI Prudential Mutual Fund,Large Cap,33238.01,0.67,-3.68,11.18,10.65,12.63,0.41,6.486,high
134960,INF192K01JN9,JM Large Cap Fund (Direct) - Quarterly IDCW,65.7033,23-Mar-2026,JM Financial Mutual Fund,Large Cap,2863.21,1.71,-3.68,11.18,10.65,12.63,0.41,6.486,high
134956,INF192K01JJ7,JM Large Cap Fund (Direct) - Monthly IDCW,65.0963,23-Mar-2026,JM Financial Mutual Fund,Large Cap,2926.72,1.24,-3.68,11.18,10.65,12.63,0.41,6.486,high
120489,INF192K01BX5,JM Large Cap Fund (Direct) - IDCW,64.0283,23-Mar-2026,JM Financial Mutual Fund,Large Cap,4462.88,0.52,-3.68,11.18,10.65,12.63,0.41,6.486,high
134957,INF192K01JR0,JM Large Cap Fund (Direct) - Half Yearly IDCW,65.2324,23-Mar-2026,JM Financial Mutual Fund,Large Cap,347.04,1.98,-3.68,11.18,10.65,12.63,0.41,6.486,high
120490,INF192K01BZ0,JM Large Cap Fund (Direct) - Growth Option,159.4773,23-Mar-2026,JM Financial Mutual Fund,Large Cap,4829.98,2.03,-3.68,11.18,10.65,12.63,0.41,6.486,high
134958,INF192K01JU4,JM Large Cap Fund (Direct) - Annual IDCW,65.6916,23-Mar-2026,JM Financial Mutual Fund,Large Cap,3352.74,0.5,-3.68,11.18,10.65,12.63,0.41,6.486,high
148354,INF00XX01788,ITI Large Cap Fund - Regular Plan - IDCW Option,14.5831,23-Mar-2026,ITI Mutual Fund,Large Cap,1550.07,2.0,-3.68,11.18,10.65,12.63,0.41,6.486,high
148351,INF00XX01770,ITI Large Cap Fund - Regular Plan - Growth Option,15.4563,23-Mar-2026,ITI Mutual Fund,Large Cap,955.77,2.38,-3.68,11.18,10.65,12.63,0.41,6.486,high
148352,INF00XX01812,ITI Large Cap Fund - Direct Plan - IDCW Option,16.3116,23-Mar-2026,ITI Mutual Fund,Large Cap,2785.91,0.77,-3.68,11.18,10.65,12.63,0.41,6.486,high
148353,INF00XX01804,ITI Large Cap Fund - Direct Plan - Growth Option,17.1869,23-Mar-2026,ITI Mutual Fund,Large Cap,2189.35,1.25,-3.68,11.18,10.65,12.63,0.41,6.486,high
120586,INF109K016L0,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,110.63,23-Mar-2026,ICICI Prudential Mutual Fund,Large Cap,10957.77,1.87,-3.68,11.18,10.65,12.63,0.41,6.486,high
108465,INF109K01EP9,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW,27.06,23-Mar-2026,ICICI Prudential Mutual Fund,Large Cap,42573.59,1.69,-3.68,11.18,10.65,12.63,0.41,6.486,high
100549,INF090I01825,Franklin India Aggressive Hybrid Fund - IDCW,26.6364,23-Mar-2026,Franklin Templeton Mutual Fund,Hybrid,3713.41,1.96,-3.68,11.18,10.65,12.63,0.41,6.486,high
119020,INF740K01NZ1,DSP Aggressive Hybrid Fund - Direct Plan - IDCW,66.328,23-Mar-2026,DSP Mutual Fund,Hybrid,3925.43,1.89,-3.68,11.18,10.65,12.63,0.41,6.486,high
145605,INF666M01FJ4,Groww Aggressive Hybrid Fund (formerly known as Indiabulls Equity Hybrid Fund) - Regular Plan - Growth option,19.0827,23-Mar-2026,Groww Mutual Fund,Hybrid,429.69,1.76,-3.68,11.18,10.65,12.63,0.41,6.486,high
152690,INF760K01LA6,Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option,9.5,23-Mar-2026,Canara Robeco Mutual Fund,Hybrid,1055.22,0.53,-3.68,11.18,10.65,12.63,0.41,6.486,high
100119,INF179K01830,HDFC Balanced Advantage Fund - Growth Plan,487.662,23-Mar-2026,HDFC Mutual Fund,Hybrid,71687.55,1.71,-3.68,11.18,10.65,12.63,0.41,6.486,high
150478,INF090I01WO0,Franklin India Balanced Advantage Fund- IDCW,12.5638,23-Mar-2026,Franklin Templeton Mutual Fund,Hybrid,1666.63,1.5,-3.68,11.18,10.65,12.63,0.41,6.486,high
150481,INF090I01WQ5,Franklin India Balanced Advantage Fund- Growth- Direct,14.3115,23-Mar-2026,Franklin Templeton Mutual Fund,Hybrid,4763.34,1.44,-3.68,11.18,10.65,12.63,0.41,6.486,high
150480,INF090I01WN2,Franklin India Balanced Advantage Fund- Growth,13.5088,23-Mar-2026,Franklin Templeton Mutual Fund,Hybrid,2008.23,1.37,-3.68,11.18,10.65,12.63,0.41,6.486,high
118615,INF754K01BS2,Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,55.82,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,799.65,2.46,-3.68,11.18,10.65,12.63,0.41,6.486,high
112118,INF754K01251,Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option,19.9,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,2315.85,1.09,-3.68,11.18,10.65,12.63,0.41,6.486,high
141766,INF754K01IK4,Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,19.77,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,4836.29,0.74,-3.68,11.18,10.65,12.63,0.41,6.486,high
112117,INF754K01285,Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,48.7,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,2217.37,1.3,-3.68,11.18,10.65,12.63,0.41,6.486,high
118614,INF754K01BP8,Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option,27.18,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,4351.84,1.76,-3.68,11.18,10.65,12.63,0.41,6.486,high
141767,INF754K01IH0,Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,24.83,23-Mar-2026,Edelweiss Mutual Fund,Hybrid,2887.18,2.31,-3.68,11.18,10.65,12.63,0.41,6.486,high
152691,INF760K01LB4,Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option,9.4,23-Mar-2026,Canara Robeco Mutual Fund,Hybrid,4151.65,0.79,-3.68,11.18,10.65,12.63,0.41,6.486,high
152689,INF760K01LE8,Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option,9.63,23-Mar-2026,Canara Robeco Mutual Fund,Hybrid,4234.03,1.9,-3.68,11.18,10.65,12.63,0.41,6.486,high
131355,INF194KA1UH1,BANDHAN Balanced Advantage Fund Direct Plan Growth,26.857,23-Mar-2026,Bandhan Mutual Fund,Hybrid,2554.3,1.48,-3.68,11.18,10.65,12.63,0.41,6.486,high
152688,INF760K01LD0,Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,9.72,23-Mar-2026,Canara Robeco Mutual Fund,Hybrid,1886.38,1.29,-3.68,11.18,10.65,12.63,0.41,6.486,high
145389,INF955L01HD2,Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,14.9655,23-Mar-2026,Baroda BNP Paribas Mutual Fund,Hybrid,1352.76,1.88,-3.68,11.18,10.65,12.63,0.41,6.486,high
145387,INF955L01HC4,Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option,22.9948,23-Mar-2026,Baroda BNP Paribas Mutual Fund,Hybrid,3298.37,2.43,-3.68,11.18,10.65,12.63,0.41,6.486,high
145397,INF955L01HG5,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,16.5258,23-Mar-2026,Baroda BNP Paribas Mutual Fund,Hybrid,2995.24,1.13,-3.68,11.18,10.65,12.63,0.41,6.486,high
145396,INF955L01HF7,Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,25.3191,23-Mar-2026,Baroda BNP Paribas Mutual Fund,Hybrid,2792.12,2.2,-3.68,11.18,10.65,12.63,0.41,6.486,high
127849,INF761K01BR9,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,24.7073,23-Mar-2026,Bank of India Mutual Fund,Hybrid,421.57,2.44,-3.68,11.18,10.65,12.63,0.41,6.486,high
127850,INF761K01BO6,BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,26.9071,23-Mar-2026,Bank of India Mutual Fund,Hybrid,4649.03,2.43,-3.68,11.18,10.65,12.63,0.41,6.486,high
127851,INF761K01BP3,BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,17.2379,23-Mar-2026,Bank of India Mutual Fund,Hybrid,1815.03,1.49,-3.68,11.18,10.65,12.63,0.41,6.486,high
127852,INF761K01BM0,BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW,16.2377,23-Mar-2026,Bank of India Mutual Fund,Hybrid,3227.3,1.31,-3.68,11.18,10.65,12.63,0.41,6.486,high
131354,INF194KA1UF5,BANDHAN Balanced Advantage Fund Regular Plan IDCW,13.682,23-Mar-2026,Bandhan Mutual Fund,Hybrid,1585.02,0.86,-3.68,11.18,10.65,12.63,0.41,6.486,high
131357,INF194KA1UE8,BANDHAN Balanced Advantage Fund Regular Plan Growth,23.029,23-Mar-2026,Bandhan Mutual Fund,Hybrid,577.15,0.67,-3.68,11.18,10.65,12.63,0.41,6.486,high
118968,INF179K01WA6,HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,529.208,23-Mar-2026,HDFC Mutual Fund,Hybrid,34513.06,1.89,-3.68,11.18,10.65,12.63,0.41,6.486,high
100120,INF179K01814,HDFC Balanced Advantage Fund - IDCW Plan,35.008,23-Mar-2026,HDFC Mutual Fund,Hybrid,15828.04,1.28,-3.68,11.18,10.65,12.63,0.41,6.486,high
118969,INF179K01VY8,HDFC Balanced Advantage Fund - IDCW Plan - Direct Plan,41.348,23-Mar-2026,HDFC Mutual Fund,Hybrid,60719.05,0.56,-3.68,11.18,10.65,12.63,0.41,6.486,high
152509,INF0R8701145,Helios Balanced Advantage Fund- Direct Plan- Growth Option,10.9,23-Mar-2026,Helios Mutual Fund,Hybrid,1626.41,2.36,-3.68,11.18,10.65,12.63,0.41,6.486,high
147786,INF00XX01663,ITI Balanced Advantage Fund - Regular Plan - IDCW Option,11.5054,23-Mar-2026,ITI Mutual Fund,Hybrid,2774.17,1.89,-3.68,11.18,10.65,12.63,0.41,6.486,high
147787,INF00XX01655,ITI Balanced Advantage Fund - Regular Plan - Growth Option,13.6238,23-Mar-2026,ITI Mutual Fund,Hybrid,2596.59,0.52,-3.68,11.18,10.65,12.63,0.41,6.486,high
147788,INF00XX01697,ITI Balanced Advantage Fund - Direct Plan - IDCW Option,13.2141,23-Mar-2026,ITI Mutual Fund,Hybrid,3128.7,1.1,-3.68,11.18,10.65,12.63,0.41,6.486,high
147789,INF00XX01689,ITI Balanced Advantage Fund - Direct Plan - Growth Option,15.3821,23-Mar-2026,ITI Mutual Fund,Hybrid,243.57,0.63,-3.68,11.18,10.65,12.63,0.41,6.486,high
106316,INF205K01239,Invesco India Balanced Advantage Fund - Regular Plan - IDCW (Payout / Reinvestment),16.87,23-Mar-2026,Invesco Mutual Fund,Hybrid,3273.83,2.18,-3.68,11.18,10.65,12.63,0.41,6.486,high
106317,INF205K01213,Invesco India Balanced Advantage Fund - Regular Plan - Growth,49.39,23-Mar-2026,Invesco Mutual Fund,Hybrid,2928.21,0.89,-3.68,11.18,10.65,12.63,0.41,6.486,high
120332,INF205K01LL9,Invesco India Balanced Advantage Fund - Direct Plan - IDCW (Payout / Reinvestment),21.05,23-Mar-2026,Invesco Mutual Fund,Hybrid,3645.32,0.74,-3.68,11.18,10.65,12.63,0.41,6.486,high
120333,INF205K01LN5,Invesco India Balanced Advantage Fund - Direct Plan - Growth,59.06,23-Mar-2026,Invesco Mutual Fund,Hybrid,4673.72,0.6,-3.68,11.18,10.65,12.63,0.41,6.486,high
131450,INF109KA1Y35,ICICI Prudential Balanced Advantage Fund - Quarterly IDCW,16.38,09-Sep-2022,ICICI Prudential Mutual Fund,Hybrid,29426.6,1.2,-3.68,11.18,10.65,12.63,0.41,6.486,high
122168,INF109K018W3,ICICI Prudential Balanced Advantage Fund - Monthly IDCW,21.1,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,28860.76,1.17,-3.68,11.18,10.65,12.63,0.41,6.486,high
104686,INF109K01EG8,ICICI Prudential Balanced Advantage Fund - IDCW,16.8,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,56950.91,0.69,-3.68,11.18,10.65,12.63,0.41,6.486,high
104685,INF109K01BH2,ICICI Prudential Balanced Advantage Fund - Growth,72.0,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,46697.83,2.24,-3.68,11.18,10.65,12.63,0.41,6.486,high
131451,INF109KA1Y50,ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW,18.08,09-Sep-2022,ICICI Prudential Mutual Fund,Hybrid,35323.78,1.2,-3.68,11.18,10.65,12.63,0.41,6.486,high
122236,INF109K016W7,ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,25.38,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,66615.96,2.44,-3.68,11.18,10.65,12.63,0.41,6.486,high
120376,INF109K010B4,ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW,27.38,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,46816.26,1.28,-3.68,11.18,10.65,12.63,0.41,6.486,high
120377,INF109K012B0,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,80.64,23-Mar-2026,ICICI Prudential Mutual Fund,Hybrid,35713.84,0.77,-3.68,11.18,10.65,12.63,0.41,6.486,high
151126,INF917K01KW8,HSBC Balanced Advantage Fund - Regular IDCW,17.7235,23-Mar-2026,HSBC Mutual Fund,Hybrid,1943.33,1.7,-3.68,11.18,10.65,12.63,0.41,6.486,high
